Absolute path,Relative path,Class name
C:\Users\nasty\ap_laba2\dataset1\rose\0280.jpg,dataset1\rose\0280.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0281.jpg,dataset1\rose\0281.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0282.jpg,dataset1\rose\0282.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0283.jpg,dataset1\rose\0283.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0284.jpg,dataset1\rose\0284.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0285.jpg,dataset1\rose\0285.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0286.jpg,dataset1\rose\0286.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0287.jpg,dataset1\rose\0287.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0288.jpg,dataset1\rose\0288.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0289.jpg,dataset1\rose\0289.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0290.jpg,dataset1\rose\0290.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0291.jpg,dataset1\rose\0291.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0292.jpg,dataset1\rose\0292.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0293.jpg,dataset1\rose\0293.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0294.jpg,dataset1\rose\0294.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0295.jpg,dataset1\rose\0295.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0296.jpg,dataset1\rose\0296.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0297.jpg,dataset1\rose\0297.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0298.jpg,dataset1\rose\0298.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0299.jpg,dataset1\rose\0299.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0300.jpg,dataset1\rose\0300.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0301.jpg,dataset1\rose\0301.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0302.jpg,dataset1\rose\0302.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0303.jpg,dataset1\rose\0303.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0304.jpg,dataset1\rose\0304.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0305.jpg,dataset1\rose\0305.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0306.jpg,dataset1\rose\0306.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0307.jpg,dataset1\rose\0307.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0308.jpg,dataset1\rose\0308.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0309.jpg,dataset1\rose\0309.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0310.jpg,dataset1\rose\0310.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0311.jpg,dataset1\rose\0311.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0312.jpg,dataset1\rose\0312.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0313.jpg,dataset1\rose\0313.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0314.jpg,dataset1\rose\0314.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0315.jpg,dataset1\rose\0315.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0316.jpg,dataset1\rose\0316.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0317.jpg,dataset1\rose\0317.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0318.jpg,dataset1\rose\0318.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0319.jpg,dataset1\rose\0319.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0320.jpg,dataset1\rose\0320.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0321.jpg,dataset1\rose\0321.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0322.jpg,dataset1\rose\0322.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0323.jpg,dataset1\rose\0323.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0324.jpg,dataset1\rose\0324.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0325.jpg,dataset1\rose\0325.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0326.jpg,dataset1\rose\0326.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0327.jpg,dataset1\rose\0327.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0328.jpg,dataset1\rose\0328.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0329.jpg,dataset1\rose\0329.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0330.jpg,dataset1\rose\0330.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0331.jpg,dataset1\rose\0331.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0332.jpg,dataset1\rose\0332.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0333.jpg,dataset1\rose\0333.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0334.jpg,dataset1\rose\0334.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0335.jpg,dataset1\rose\0335.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0336.jpg,dataset1\rose\0336.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0337.jpg,dataset1\rose\0337.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0338.jpg,dataset1\rose\0338.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0339.jpg,dataset1\rose\0339.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0340.jpg,dataset1\rose\0340.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0341.jpg,dataset1\rose\0341.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0342.jpg,dataset1\rose\0342.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0343.jpg,dataset1\rose\0343.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0344.jpg,dataset1\rose\0344.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0345.jpg,dataset1\rose\0345.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0346.jpg,dataset1\rose\0346.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0347.jpg,dataset1\rose\0347.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0348.jpg,dataset1\rose\0348.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0349.jpg,dataset1\rose\0349.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0350.jpg,dataset1\rose\0350.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0351.jpg,dataset1\rose\0351.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0352.jpg,dataset1\rose\0352.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0353.jpg,dataset1\rose\0353.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0354.jpg,dataset1\rose\0354.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0355.jpg,dataset1\rose\0355.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0356.jpg,dataset1\rose\0356.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0357.jpg,dataset1\rose\0357.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0358.jpg,dataset1\rose\0358.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0359.jpg,dataset1\rose\0359.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0360.jpg,dataset1\rose\0360.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0361.jpg,dataset1\rose\0361.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0362.jpg,dataset1\rose\0362.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0363.jpg,dataset1\rose\0363.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0364.jpg,dataset1\rose\0364.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0365.jpg,dataset1\rose\0365.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0366.jpg,dataset1\rose\0366.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0367.jpg,dataset1\rose\0367.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0368.jpg,dataset1\rose\0368.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0369.jpg,dataset1\rose\0369.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0370.jpg,dataset1\rose\0370.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0371.jpg,dataset1\rose\0371.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0372.jpg,dataset1\rose\0372.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0373.jpg,dataset1\rose\0373.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0374.jpg,dataset1\rose\0374.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0375.jpg,dataset1\rose\0375.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0376.jpg,dataset1\rose\0376.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0377.jpg,dataset1\rose\0377.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0378.jpg,dataset1\rose\0378.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0379.jpg,dataset1\rose\0379.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0380.jpg,dataset1\rose\0380.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0381.jpg,dataset1\rose\0381.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0382.jpg,dataset1\rose\0382.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0383.jpg,dataset1\rose\0383.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0384.jpg,dataset1\rose\0384.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0385.jpg,dataset1\rose\0385.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0386.jpg,dataset1\rose\0386.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0387.jpg,dataset1\rose\0387.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0388.jpg,dataset1\rose\0388.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0389.jpg,dataset1\rose\0389.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0390.jpg,dataset1\rose\0390.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0391.jpg,dataset1\rose\0391.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0392.jpg,dataset1\rose\0392.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0393.jpg,dataset1\rose\0393.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0394.jpg,dataset1\rose\0394.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0395.jpg,dataset1\rose\0395.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0396.jpg,dataset1\rose\0396.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0397.jpg,dataset1\rose\0397.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0398.jpg,dataset1\rose\0398.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0399.jpg,dataset1\rose\0399.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0400.jpg,dataset1\rose\0400.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0401.jpg,dataset1\rose\0401.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0402.jpg,dataset1\rose\0402.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0403.jpg,dataset1\rose\0403.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0404.jpg,dataset1\rose\0404.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0405.jpg,dataset1\rose\0405.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0406.jpg,dataset1\rose\0406.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0407.jpg,dataset1\rose\0407.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0408.jpg,dataset1\rose\0408.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0409.jpg,dataset1\rose\0409.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0410.jpg,dataset1\rose\0410.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0411.jpg,dataset1\rose\0411.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0412.jpg,dataset1\rose\0412.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0413.jpg,dataset1\rose\0413.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0414.jpg,dataset1\rose\0414.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0415.jpg,dataset1\rose\0415.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0416.jpg,dataset1\rose\0416.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0417.jpg,dataset1\rose\0417.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0418.jpg,dataset1\rose\0418.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0419.jpg,dataset1\rose\0419.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0420.jpg,dataset1\rose\0420.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0421.jpg,dataset1\rose\0421.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0422.jpg,dataset1\rose\0422.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0423.jpg,dataset1\rose\0423.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0424.jpg,dataset1\rose\0424.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0425.jpg,dataset1\rose\0425.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0426.jpg,dataset1\rose\0426.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0427.jpg,dataset1\rose\0427.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0428.jpg,dataset1\rose\0428.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0429.jpg,dataset1\rose\0429.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0430.jpg,dataset1\rose\0430.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0431.jpg,dataset1\rose\0431.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0432.jpg,dataset1\rose\0432.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0433.jpg,dataset1\rose\0433.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0434.jpg,dataset1\rose\0434.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0435.jpg,dataset1\rose\0435.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0436.jpg,dataset1\rose\0436.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0437.jpg,dataset1\rose\0437.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0438.jpg,dataset1\rose\0438.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0439.jpg,dataset1\rose\0439.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0440.jpg,dataset1\rose\0440.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0441.jpg,dataset1\rose\0441.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0442.jpg,dataset1\rose\0442.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0443.jpg,dataset1\rose\0443.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0444.jpg,dataset1\rose\0444.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0445.jpg,dataset1\rose\0445.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0446.jpg,dataset1\rose\0446.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0447.jpg,dataset1\rose\0447.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0448.jpg,dataset1\rose\0448.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0449.jpg,dataset1\rose\0449.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0450.jpg,dataset1\rose\0450.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0451.jpg,dataset1\rose\0451.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0452.jpg,dataset1\rose\0452.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0453.jpg,dataset1\rose\0453.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0454.jpg,dataset1\rose\0454.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0455.jpg,dataset1\rose\0455.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0456.jpg,dataset1\rose\0456.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0457.jpg,dataset1\rose\0457.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0458.jpg,dataset1\rose\0458.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0459.jpg,dataset1\rose\0459.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0460.jpg,dataset1\rose\0460.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0461.jpg,dataset1\rose\0461.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0462.jpg,dataset1\rose\0462.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0463.jpg,dataset1\rose\0463.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0464.jpg,dataset1\rose\0464.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0465.jpg,dataset1\rose\0465.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0466.jpg,dataset1\rose\0466.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0467.jpg,dataset1\rose\0467.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0468.jpg,dataset1\rose\0468.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0469.jpg,dataset1\rose\0469.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0470.jpg,dataset1\rose\0470.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0471.jpg,dataset1\rose\0471.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0472.jpg,dataset1\rose\0472.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0473.jpg,dataset1\rose\0473.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0474.jpg,dataset1\rose\0474.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0475.jpg,dataset1\rose\0475.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0476.jpg,dataset1\rose\0476.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0477.jpg,dataset1\rose\0477.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0478.jpg,dataset1\rose\0478.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0479.jpg,dataset1\rose\0479.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0480.jpg,dataset1\rose\0480.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0481.jpg,dataset1\rose\0481.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0482.jpg,dataset1\rose\0482.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0483.jpg,dataset1\rose\0483.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0484.jpg,dataset1\rose\0484.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0485.jpg,dataset1\rose\0485.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0486.jpg,dataset1\rose\0486.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0487.jpg,dataset1\rose\0487.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0488.jpg,dataset1\rose\0488.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0489.jpg,dataset1\rose\0489.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0490.jpg,dataset1\rose\0490.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0491.jpg,dataset1\rose\0491.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0492.jpg,dataset1\rose\0492.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0493.jpg,dataset1\rose\0493.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0494.jpg,dataset1\rose\0494.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0495.jpg,dataset1\rose\0495.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0496.jpg,dataset1\rose\0496.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0497.jpg,dataset1\rose\0497.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0498.jpg,dataset1\rose\0498.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0499.jpg,dataset1\rose\0499.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0500.jpg,dataset1\rose\0500.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0501.jpg,dataset1\rose\0501.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0502.jpg,dataset1\rose\0502.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0503.jpg,dataset1\rose\0503.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0504.jpg,dataset1\rose\0504.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0505.jpg,dataset1\rose\0505.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0506.jpg,dataset1\rose\0506.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0507.jpg,dataset1\rose\0507.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0508.jpg,dataset1\rose\0508.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0509.jpg,dataset1\rose\0509.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0510.jpg,dataset1\rose\0510.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0511.jpg,dataset1\rose\0511.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0512.jpg,dataset1\rose\0512.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0513.jpg,dataset1\rose\0513.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0514.jpg,dataset1\rose\0514.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0515.jpg,dataset1\rose\0515.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0516.jpg,dataset1\rose\0516.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0517.jpg,dataset1\rose\0517.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0518.jpg,dataset1\rose\0518.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0519.jpg,dataset1\rose\0519.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0520.jpg,dataset1\rose\0520.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0521.jpg,dataset1\rose\0521.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0522.jpg,dataset1\rose\0522.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0523.jpg,dataset1\rose\0523.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0524.jpg,dataset1\rose\0524.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0525.jpg,dataset1\rose\0525.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0526.jpg,dataset1\rose\0526.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0527.jpg,dataset1\rose\0527.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0528.jpg,dataset1\rose\0528.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0529.jpg,dataset1\rose\0529.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0530.jpg,dataset1\rose\0530.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0531.jpg,dataset1\rose\0531.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0532.jpg,dataset1\rose\0532.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0533.jpg,dataset1\rose\0533.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0534.jpg,dataset1\rose\0534.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0535.jpg,dataset1\rose\0535.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0536.jpg,dataset1\rose\0536.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0537.jpg,dataset1\rose\0537.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0538.jpg,dataset1\rose\0538.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0539.jpg,dataset1\rose\0539.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0540.jpg,dataset1\rose\0540.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0541.jpg,dataset1\rose\0541.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0542.jpg,dataset1\rose\0542.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0543.jpg,dataset1\rose\0543.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0544.jpg,dataset1\rose\0544.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0545.jpg,dataset1\rose\0545.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0546.jpg,dataset1\rose\0546.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0547.jpg,dataset1\rose\0547.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0548.jpg,dataset1\rose\0548.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0549.jpg,dataset1\rose\0549.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0550.jpg,dataset1\rose\0550.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0551.jpg,dataset1\rose\0551.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0552.jpg,dataset1\rose\0552.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0553.jpg,dataset1\rose\0553.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0554.jpg,dataset1\rose\0554.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0555.jpg,dataset1\rose\0555.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0556.jpg,dataset1\rose\0556.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0557.jpg,dataset1\rose\0557.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0558.jpg,dataset1\rose\0558.jpg,rose
